spp,x,G,N
Species167,0.87816380390964,15.015333713442706,1.0807995090925645e6
Species168,0.2637780392107567,14.943160638877837,823564.9028547851
Species169,5.1910570995916006,9.88834254320293,2.6981123512606407e6
Species170,-0.09096559078983109,15.711245565484019,853911.8181253563
Species171,-0.08163001095067884,15.521508096607699,1.0257953507848171e6
Species172,0.13660057189883923,15.810070551854531,933367.22021732
Species173,0.1483289458706639,13.999565442609626,619519.2257368615
Species174,0.45888649581431823,16.004278007551996,886140.0030607816
Species175,0.11127225253441003,14.664133326102103,801463.3939995577
Species176,-0.25932871420843306,14.744892943880737,842511.1941814951
Species177,-2.9680995947924336,12.277317550306128,945413.4698105258
Species178,5.0676692807053785,10.101180647523885,3.193232054458189e6
Species179,-5.650368496439422,8.699675281346634,3.164254803178431e6
Species180,-0.562827478718063,15.21236782484174,837134.9570692175
Species181,0.6867081104226415,15.483316809246038,1.0589124423957425e6
Species182,-0.6009726497032576,14.676680813455572,599591.6823623737
Species183,5.3265529220608006,9.757498273746757,3.7512534150866037e6
Species184,0.11165091684152133,16.61448263453244,865940.4046040123
Species185,-6.664316425158191,7.638181282048493,6.810660738280647e6
Species186,-0.013996547558942338,16.003656708745595,899575.8649516635
Species187,0.5531026254093591,14.464067500068689,888737.2513919267
Species188,-0.524220787044346,15.559327886328417,883467.3551084459
Species189,0.13130005500793757,16.74158084640313,1.0140643842521572e6
Species190,-0.169503378729463,15.352415633780597,756399.1126020466
Species191,-0.2940168313898561,14.965731542350627,837561.0267244348
Species192,-0.0003887808878017162,15.34164835927583,955974.8284093903
Species193,-6.48874664632762,7.812169650537864,6.65923372574387e6
Species194,-0.003334899898460284,14.603622063157504,928649.965198082
Species195,0.3082849071647171,15.36793327249656,853954.1217789921
Species196,0.41266744057945326,16.381936538070953,911236.4012621017
Species197,-0.9345697057442616,15.27326502560117,983414.3049629189
Species198,-0.4946620253513505,15.064726456799894,975493.8165278225
Species199,0.5066496648855242,16.096922709871183,800835.4721375142
Species200,5.646674938643058,9.156428773193992,3.7885872555913073e6
Species201,-0.17310852326633253,16.016624130453966,850276.0676007995
Species202,1.1764915937446234,14.904313859809735,844317.8157687694
Species203,0.578422858943488,13.971273083891145,984565.9188637119
Species204,-0.10718347029164733,15.827761511329681,795465.6299683221
Species205,-0.029989536368396456,15.61373006632938,905332.7907845952
Species206,3.324798914568438,11.63501144638288,1.10522789954239e6
Species207,-0.4729024150412236,15.728563733327121,956136.3824736879
Species208,0.21476505442307495,15.829728320807066,876580.189747854
Species209,-0.212577291974783,16.131177976022727,866115.7993290426
Species210,3.859277859995953,6.985004539423636,2.8608624540174357e6
Species211,-4.809463384329531,9.090044758101566,1.4840908865475305e6
Species212,-0.34282040229111277,14.88114889971817,1.0575649218047839e6
Species213,0.6755450890192118,15.350925772886338,794272.7065997839
Species214,-0.35451859895549104,15.881573818935433,993020.0714981026
Species215,-0.06745314663232886,15.114424314833457,769303.574252433
Species216,0.20846600949983593,16.239818894699564,971088.6738652623
Species217,-0.31255908611958905,16.00930098360326,1.0842096095234365e6
Species218,0.2422532075365984,14.673890131909273,910852.2080445823
Species219,0.23853225529495928,15.47497665000645,914257.3484518008
Species220,-0.7928329946410155,15.162914662944884,846288.2126390736
Species221,0.021950543284255625,15.616100325105165,907078.7198589677
Species222,0.23090533842205901,14.79375629828805,814961.39083167
Species223,3.9542453730983516,3.9414494988604662,3.3208250442286883e6
Species224,-0.45560523467867764,16.003989555856332,948256.3834982177
Species225,0.17596241661063375,15.665643180139332,898568.5716365464
Species226,-0.7615526910063845,15.297954611866537,852790.8355176509
Species227,-4.36776344531765,3.364698055594962,2.7706345099595627e6
Species228,0.614909382457979,16.344990529986923,985669.7024491149
Species229,-0.2493013208598536,15.736449255163556,892864.9423924303
Species230,0.17322991081286473,15.777826301491013,988302.387593592
Species231,-0.2072948687123136,15.953295166640252,902536.2774939862
Species232,-0.14516561895788033,14.930605470281453,854133.2252158544
Species233,-0.1525161869158405,15.728616897637862,778613.0740941613
Species234,-0.027938841331304236,16.240886372233998,879898.7327084461
Species235,0.6848247670004884,14.980327890542279,781841.0917751405
Species236,0.20451258324202976,15.330601581474113,850095.7610865845
Species237,0.43106329331969884,16.082992633603673,845602.670784815
Species238,-0.2553709068416204,14.819091196187818,1.1087018692433017e6
Species239,-0.14091971433340114,13.935095670376551,798014.6131270768
Species240,-0.16154816668042818,16.11792001176023,1.1734712985301327e6
Species241,0.051584845792999094,15.579505661059821,967255.1879205792
Species242,-5.49725097702984,8.596743988627638,2.8164593274449385e6
Species243,0.03399510511149467,16.28118667402764,1.0440053079662885e6
Species244,-3.002767577410943,11.828104965506697,895391.4567300864
Species245,-0.8467364165230062,14.712087545172151,1.0071563185745345e6
Species246,0.5673314803527867,13.918408572724562,907638.0799124065
Species247,-6.882928973764676,9.856127319935693,4.441713553484332e7
Species248,0.13641977732618746,14.796413566385944,1.0107580867580712e6
Species249,-0.4315676575935039,15.148768098457762,973879.228860156
Species250,0.18307471533478709,15.14593679191462,1.089108554287795e6
Species251,-0.08749173909408772,16.767181909575836,802736.1221771216
Species252,1.4002729324279373,14.1786075522847,897909.2453254372
Species253,4.658455279219232,10.725822257976725,2.971652879037919e6
Species254,-0.36166313962255814,15.838973091775012,948582.288595468
Species255,-0.04791068890503576,16.287506359087615,1.0266102522983404e6
Species256,0.20111736846679762,15.01953332493995,722938.1549493441
Species257,-0.06395157714501318,15.078598530501777,907004.1372549266
Species258,-0.3274537864834731,15.74011824261273,844699.9406609435
Species259,-0.23994446740220313,14.818928054196377,799221.0009945752
Species260,-4.194198379126059,4.867476966495083,2.4162450929173185e6
Species261,4.273021480035874,10.609079968992273,1.4078303788277495e6
Species262,0.4286875201696741,15.964950495785011,961856.4904891643
Species263,1.0706771592224527,14.501305977701126,798322.8163297564
Species264,-0.25281884415790945,14.820975327110167,954630.5628522462
Species265,-0.49436644164576454,15.172102405223475,832506.7029412629
Species266,-1.010576059760492,15.617360924748631,987602.0160025867
Species267,-0.2949273881107039,16.498052424740987,1.1270274008829708e6
Species268,-4.9058796293315154,9.441181720370688,1.7511213122845292e6
Species269,-0.17695207835897592,15.765178841057384,1.0263176428373345e6
Species270,-0.964548968599786,14.873794249255536,783583.4934112879
Species271,-0.2815064695232481,16.69050067383823,899272.9681016115
Species272,-0.18221252836681623,14.936452142084574,978091.5632779653
Species273,0.035053800854987396,16.154903321275388,680829.042591037
Species274,0.19500115855941447,14.673955287811667,821879.8360027741
Species275,-0.9297007200845844,14.788935794707804,916575.2538870551
Species276,0.04733850532801357,15.869338382062173,925482.1804778706
Species277,-0.11266046628517615,15.703304396965141,1.1021815154906556e6
Species278,-0.2557046561162712,14.821913237163269,700563.3946404078
Species279,0.20305982065703304,15.254512501313965,957859.2833552139
Species280,-0.2820136765718679,15.865969218951795,929946.4493548885
Species281,-0.21258101705488663,16.08977874537685,971530.1514524708
Species282,-0.32406820246421214,15.329936234458561,964957.7151702165
Species283,-6.191408405583073,8.067930892346613,4.718438632051903e6
Species284,-5.038292826731637,9.495279721512247,2.639675922209091e6
Species285,-0.08086547538404977,16.072098704907198,953408.4667998976
Species286,-0.7354835728846668,15.529698649136009,852704.3685253626
Species287,-5.48877154617694,8.933723942614233,3.998308206614292e6
Species288,-0.16209607713810695,15.605406576335408,1.0432678758595467e6
Species289,-0.4046261229991001,16.00374831155381,1.0135412617420331e6
Species290,-0.12394025052715264,15.404453415001296,896620.8636735949
Species291,0.16691424088848514,16.077044689286144,895760.1637704821
Species292,3.5793963154744,5.663792798017473,1.5219683926481877e6
Species293,0.21465246515850797,14.07916293080701,821588.3482690844
Species294,-0.08485055556635492,15.41984532764787,1.0777359953483536e6
Species295,0.3180336058336748,15.686228997944916,858038.7122269907
Species296,4.0397944050031604,10.654981545214614,1.0395926687455606e6
Species297,0.06552911107191421,15.656724414733242,841306.6489890554
Species298,3.9090397638543735,6.001131050881306,1.7407031452199032e6
Species299,-0.09697175501766002,15.609566612549699,920256.5481174239
Species300,0.1832890996578249,16.60191949636179,866526.5177229416
Species301,-0.20190629390286646,15.597171781138234,727857.7738973313
Species302,-1.4612469358384805,20.12307852281338,2.042595599446739e7
Species303,-2.0404786813764257,13.70436654772703,920233.8766564667
Species304,-0.2010700699272275,14.662086946773538,892297.3190202521
Species305,-0.12343690078884094,16.2889376322914,1.0561905443194106e6
Species306,-0.3491240079344299,15.168491031604887,972747.3664566148
Species307,0.5945722434887258,14.701238854758634,946785.3253982511
Species308,-0.4200873773710977,14.775377722209825,920606.7990656609
Species309,0.29288377391136305,15.0484760722771,860877.483631092
Species310,-0.012126151425789293,15.70474311043303,830752.7599028368
Species311,-0.10219480883570876,15.956391177942942,824736.6558071793
Species312,-0.10465876759122322,14.414831712183108,901886.9909291203
Species313,0.0012847118312869059,14.666867478511756,965523.9637627781
Species314,0.08227174066033259,15.974110088553193,1.0221656561504544e6
Species315,-0.11389309055774124,15.80604224044433,856260.1638199042
Species316,-0.21800270632941257,14.399714471689816,834852.8631050719
Species317,-0.2442219435941601,14.860457765628698,899155.123575111
Species318,-0.650268888435566,14.887443838163192,905246.3947299898
Species319,-0.12938557584443217,16.448311824597663,851961.6199951835
Species320,-0.5041982922869601,15.554662634088855,912962.7467133945
Species321,-0.7182842653229462,14.983014825274584,919147.8903246521
Species322,-0.12607429674297305,15.932490396903505,855009.4441945062
Species323,0.3199274967149836,14.171672333552664,892206.1940139406
Species324,-0.4626275700370675,15.581787110387053,1.0671397010815572e6
Species325,-0.08751672519851711,16.733628788760193,947713.7535492207
Species326,-0.518105092254672,15.310823852635432,914090.8788065829
Species327,-3.8262980617840223,10.96121036545213,1.014027582021595e6
Species328,0.4766070436984752,14.482478072186316,859156.8296151479
Species329,-0.0007814958562292129,15.85567935009574,910507.3623721394
Species330,-0.3885417947731746,15.582300001083599,754376.6682023791
Species331,-0.13924318029566615,15.0204488165078,906235.4325021519
Species332,-0.010882390262018501,15.78027812107911,941845.1155434216
Species333,-0.3291083508572889,15.457002512157345,894459.1661224881
Species334,-0.5328333365767568,16.045713355000846,1.0040418562756792e6
Species335,-0.8076959430456991,15.438794329453803,970761.8723254715
Species336,0.2835896977232485,14.862746176805453,903891.6571549014
Species337,5.7988972019467955,9.55224136689698,8.170924944434537e6
Species338,-0.0800521228817401,15.493576952357193,986102.0833094572
Species339,0.39707399045271613,15.410541519684159,836355.4031256424
Species340,0.41576308700350173,14.8567909817691,928377.0757863387
Species341,-0.04934228151331982,15.667597121720904,753990.4352330174
Species342,0.17646586418359667,15.411394046529237,941136.8219180405
Species343,-0.12712625331575242,14.709695184738274,947953.8669224943
Species344,-4.92332985290878,9.460774221609542,2.753873975907024e6
Species345,-0.27067922701946395,15.525901748061958,908415.9023088295
Species346,-0.15346302940101858,15.85581579950034,723581.0988964991
Species347,-0.1274474714489043,15.634201929338513,773763.818091886
Species348,0.28860549461171964,15.272921321639775,831571.3046691818
Species349,0.33176051653725824,15.942576361119334,842798.8923148187
Species350,-0.2411905666176092,15.237890868177024,998695.2324049597
Species351,0.263678902826729,15.309674375602519,973366.9137686002
Species352,-0.0495708634063644,15.199506456955742,937361.1244551335
Species353,-0.2542151837083652,15.414556934232166,787056.0735658965
Species354,0.1579746679256525,14.629004049761573,948395.1014667699
Species355,2.697753430061126,11.708465719588878,964727.0678642791
Species356,0.24794166633314926,15.63881537849585,1.0423470168164711e6
Species357,0.541673696336819,15.711372019681408,771045.9242041053
Species358,0.7760140680694892,14.814363795357,762864.886818055
Species359,0.003943499274805487,15.766884102737032,967339.719060809
Species360,-2.099352762350209,13.270012070003851,895880.2727329023
Species361,0.13904499195628695,15.818486830095464,943174.6452281275
Species362,0.29336261692522153,14.561897025486608,1.0542826484824065e6
Species363,-0.1811534680691795,15.642433023167607,929642.4433296261
Species364,-0.013033054919697088,14.40538162006827,1.0468202747196076e6
Species365,-0.053169814698627624,15.059353241284928,999768.5955491057
Species366,-0.3404895933923453,14.776176107121685,896205.9038285973
Species367,-3.410275338515052,11.186626176712132,933616.221182681
Species368,-1.8694927464685887,13.179359358858024,1.1030234666875054e6
Species369,-0.37000154462702406,15.665563546974724,819282.8280799324
Species370,0.04150787974636923,15.687328619491392,886552.8317137297
Species371,-0.11947804573147276,15.161847714869253,745917.3895088616
Species372,-4.392943889191834,3.1002928084185633,2.657776597772509e6
Species373,-0.053172629473099656,15.844123442131432,958569.3097747068
Species374,-0.9837707974255486,14.732702833508984,857571.017826837
Species375,-0.6059200666362712,15.295941641973126,985970.3812522731
Species376,-0.42908998775601453,15.551935540625268,949210.7047809319
Species377,1.217589924104228,15.041677867874515,973894.3917827397
Species378,0.3214054929166565,16.362626875131827,838891.4461090445
Species379,-0.02601042558628376,15.85822158593631,972922.1496208847
Species380,-0.30660980051398945,15.692912047131825,1.0747850397928169e6
Species381,0.20525486764378903,15.595685043821769,860836.1610510419
Species382,5.276951804359898,9.790009831171563,2.535375380093158e6
Species383,-0.16103809742178984,16.043186725605178,1.0257681972845863e6
Species384,-0.30040376278628944,15.975325991154467,806087.0122484633
Species385,3.370463076262995,11.245408586783505,969472.3528759496
Species386,-0.17325865828287573,15.671799589652863,952970.2610389366
Species387,3.4733465799447885,11.383150173650753,918326.4634857075
Species388,0.4224492851081619,15.80510592917143,889005.15597105
Species389,4.456556506615048,10.364404027264694,1.3838309910287203e6
Species390,0.18444390318243972,15.793971746385727,1.0228798943530039e6
Species391,-0.18690334621451093,16.110952266441082,989828.1374169751
Species392,-2.7641560192517933,11.764999222546495,1.0138221912560984e6
Species393,-0.3782466227159546,14.789874329503885,841201.8880161333
Species394,-0.19009071175665412,15.32242825541633,932969.1853619003
Species395,0.03388892494415217,16.191327377090236,1.0162838570558956e6
Species396,-0.19906706868821966,14.605607528576476,905733.7932934555
Species397,0.37095144324309165,15.24322142669706,870174.8811417969
Species398,-6.659409078052559,7.545622008394236,6.865686910332452e6
Species399,0.2058327473752243,15.94606852684201,970411.90792894
Species400,5.090334937759834,9.832736103635714,3.2080426144213923e6
Species401,-0.14461816075333117,16.52884679628554,999424.3721506386
Species402,-0.10944122886196316,16.302424155627723,1.1189470732193522e6
Species403,-0.4343978622689408,16.026893861766844,981119.9217648789
Species404,7.213435050697825,9.704543498864107,5.460071812059676e7
Species405,-0.5832603257705434,15.321802527320612,827068.792776593
Species406,0.25210942279198284,14.790349676496765,971192.8843250144
Species407,-0.18449261846451026,16.150180397094203,825899.8457843746
Species408,-0.7377438404074296,15.239986302452744,905388.508235429
Species409,-0.5363367464793906,14.593509114241538,841946.1756860927
Species410,-0.6720536045480544,15.37292521732994,931650.9045160328
Species411,-0.7800406856807393,15.68477882400899,1.0569545966288242e6
Species412,-0.20967401789643442,16.613231241498653,733678.5465499645
Species413,-0.30002991640181226,16.519598050694416,841614.971312172
Species414,-0.4283373035149317,15.225725389182385,891824.6394314852
Species415,-6.5824103311471385,7.409089372300074,4.788817075700224e6
Species416,0.4289058395545955,14.28237028093248,957200.7979403173
Species417,3.872179829514489,4.318199727689366,3.0803734992242563e6
Species418,-4.240902508083205,4.0046426782943065,2.0240348943767957e6
Species419,0.031225652257393214,16.240134268017215,871331.5670642382
Species420,0.15676204715818104,14.58869467201609,887970.5805720562
Species421,0.3124737487190489,14.989616029108317,877051.9776651328
Species422,-0.225290463972071,15.649336726139884,930351.5269500179
Species423,-0.2872644735295059,15.71928772197116,1.0018337956529672e6
Species424,-0.20999656733952266,14.857163438159253,893249.5281024855
Species425,-0.36054296522965823,14.66352146676044,761387.3930703357
Species426,-1.1347880900263787,14.362001689402762,1.069609656198121e6
Species427,-0.13328756539866946,15.027694526900374,754228.92473552
Species428,5.572254083937065,9.394840697169005,3.9709937602484208e6
Species429,-0.4824786792993743,15.443324682843471,756774.2409475141
Species430,-0.2716208445023249,15.202756401728227,794365.4254888571
Species431,0.09029676942766536,16.07076698255404,1.0139595087602491e6
Species432,4.130066680665136,7.184153787720525,2.6734135390481604e6
Species433,0.7159315635329324,14.267481564760333,1.0846055956991094e6
Species434,0.16560069803069782,15.098328690809225,795928.4836889277
Species435,0.30011204047155493,16.108080320461116,805717.6776202812
Species436,0.2097267238093446,15.039224589485965,939131.2008945853
Species437,8.292842069640095,5.547540428000979,1.3118875948388835e7
Species438,0.7622632666481046,14.529626364351001,949725.6868731941
Species439,-0.12258428075097928,15.247988071673317,965913.3571161446
Species440,-0.3930204044864815,16.151003792618578,1.0078995083022164e6
Species441,-0.8240339161969729,15.613491927362102,899715.4865499623
Species442,-0.34675509866908527,15.25537097826151,1.0396536865026846e6
Species443,0.1376405881518241,15.145987780514204,755197.1373997866
Species444,2.09955547553162,12.470269547527401,1.0426866228907023e6
Species445,2.3492554455398356,11.877209904157267,934778.7309866692
Species446,-2.72172879873853,12.01751348903116,850884.4568849752
Species447,-0.941112410256113,13.944871833612613,840977.5575320995
Species448,0.4620595225960614,15.04535931031972,678586.7992511129
Species449,0.6057145386370142,15.275136916569872,992495.0819657934
Species450,-0.02016115243299265,15.809553997065779,814720.9981117847
Species451,-0.6328987042849815,14.319126955119577,877177.5209057056
Species452,0.28073266700944915,15.94479158956307,1.0135182001595895e6
Species453,0.28449978784856905,15.56183239745472,945359.6801309722
Species454,1.0537452170035884,14.093197644125617,804745.1717502287
Species455,-0.07188950336637855,15.7087408407478,988848.654926011
Species456,0.09003114021995764,15.367716439613723,1.0428337009277958e6
Species457,-0.14777972876612225,15.9573646781982,810646.2132585603
Species458,-0.08824327737291857,16.64580088052369,852453.2920458091
Species459,-0.011414869484886436,16.27165144638155,800945.1029992772
Species460,9.258707016955313,4.760665512498058,4.057665131600891e7
Species461,-0.6997924683482296,15.89328739134055,837302.3607872535
Species462,-0.08801501577808007,14.952249838592245,778355.9323570997
Species463,0.1719116778783966,14.93023340568086,884352.8024387464
